0.058027210	87.9861	0.696598639	0.787402
0.830113378	130.793	0.760453514	0.787402
1.637006802	174.426	0.267029478	0.787402
1.909841269	130.897	0.516643990	0.787402
2.472902494	130.724	0.417959183	0.787402
2.931496598	65.3368	0.319274376	0.787402
3.355283446	65.3714	0.725623582	0.787402
4.144761904	62.8756	0.046439909	0.787402
4.197006802	88.0178	0.214784580	0.787402
4.417596371	97.8367	0.301859410	0.787402
4.725260770	87.9975	0.075464852	0.787402
4.806507936	79.9801	0.110294784	0.787402
4.974852607	62.8758	0.150929705	0.787402
5.189659863	63.3675	0.127709750	0.787402
5.346394557	62.8943	0.162539682	0.787402
5.543741496	87.9892	0.208979591	0.787402
5.828208616	174.295	0.145124716	0.787402
5.979138321	196.078	0.191564625	0.787402
6.222947845	174.301	0.330884353	0.787402
6.559614512	130.722	0.063854875	0.787402
6.687346938	65.3463	0.725623582	0.787402
7.511655328	87.3463	0.748843537	0.787402
8.330136054	87.3521	0.760453514	0.787402
9.137029478	82.4603	0.417959183	0.787402
9.560793650	65.9532	0.354104308	0.787402
10.007777777	65.9522	0.104489795	0.787402
10.187732426	65.9495	0.133514739	0.787402
10.350272108	65.9185	0.400544217	0.787402
10.820476190	61.8443	0.075464852	0.787402
11.046870748	97.8892	0.539863945	0.787402
11.633197278	61.8416	0.679183673	0.787402
12.318163265	73.4442	0.092879818	0.787402
12.474920634	130.817	0.423764172	0.787402
12.939319727	65.4077	0.139319727	0.787402
13.177301587	65.417	0.905578231	0.787402
14.123537414	130.717	0.435374149	0.787402
14.611133786	65.3144	0.307664399	0.787402
15.005873015	65.36	0.290249433	0.787402
15.400612244	65.385	0.354104308	0.787402
15.847596371	87.3444	0.737233560	0.787402
16.654512471	87.329	0.754648526	0.787402
17.484603174	65.9457	0.156734693	0.787402
17.699410430	65.9511	0.087074829	0.787402
17.861927437	164.96	0.406349206	0.787402
18.314716553	188.463	0.783673469	0.787402
19.150634920	130.559	0.232199546	0.787402
19.406054421	97.9071	0.162539682	0.787402
19.591836734	61.8426	0.592108843	0.787402
20.189750566	73.4934	0.313469387	0.787402
20.509002267	61.8137	0.127709750	0.787402
20.642517006	73.4009	0.110294784	0.787402
20.996643990	130.755	0.452789115	0.787402
21.490045351	65.3849	0.098684807	0.787402
21.681609977	65.355	0.307664399	0.787402
22.064761904	65.3918	0.330884353	0.787402
22.471088435	87.3427	0.789478458	0.787402
23.312811791	87.3311	0.748843537	0.787402
24.148730158	65.9527	0.121904761	0.787402
24.398367346	65.9494	0.098684807	0.787402
24.578299319	65.9989	0.336689342	0.787402
25.164603174	65.9502	0.342494331	0.787402
25.547732426	131.806	0.208979591	0.787402
25.791564625	130.557	0.243809523	0.787402
26.041156462	97.91	0.139319727	0.787402
26.203718820	61.8376	0.801088435	0.787402
27.010612244	73.4478	0.029024943	0.787402
27.045442176	97.9877	0.383129251	0.787402
27.486598639	130.812	0.388934240	0.787402
27.916167800	65.3845	0.313469387	0.787402
28.316734693	65.4067	0.342494331	0.787402
28.717256235	65.3713	0.336689342	0.787402
29.175873015	65.3553	0.104489795	0.787402
29.326780045	130.735	0.255419501	0.787402
29.628639455	65.4041	0.296054421	0.787402
29.994353741	65.3568	0.336689342	0.787402
30.348458049	65.3434	0.412154195	0.787402
30.824489795	62.8762	0.087074829	0.787402
30.934761904	88.0122	0.232199546	0.787402
31.195986394	97.8109	0.133514739	0.787402
31.335306122	87.9629	0.191564625	0.787402
31.532698412	80.0029	0.046439909	0.787402
31.648798185	63.3327	0.336689342	0.787402
32.060952380	62.8869	0.087074829	0.787402
32.177029478	88.0592	0.243809523	0.787402
32.531133786	65.3511	0.296054421	0.787402
32.908458049	65.3557	1.178412698	0.787402
34.150725623	87.339	0.772063492	0.787402
34.992448979	87.3313	0.754648526	0.787402
35.822562358	188.447	0.284444444	0.787402
36.112811791	219.852	0.052244897	0.787402
36.194081632	330.098	0.255419501	0.787402
36.455306122	264.482	0.098684807	0.787402
36.559795918	330.827	0.034829931	0.787402
36.623650793	263.825	0.423764172	0.787402
37.140294784	65.9458	0.278639455	0.787402
37.471179138	61.8491	0.150929705	0.787402
37.645351473	97.8672	0.615328798	0.787402
38.295487528	61.844	0.638548752	0.787402
38.939841269	73.4036	0.139319727	0.787402
39.143038548	130.821	2.246530612	0.787402
41.401156462	104.012	0.185759637	0.787402
41.598548752	131.026	0.412154195	0.787402
42.022290249	131.6	0.400544217	0.787402
42.469274376	89.6644	0.371519274	0.787402
42.858208616	93.7604	0.191564625	0.787402
43.061405895	97.0315	0.406349206	0.787402
43.479342403	94.2519	0.197369614	0.787402
43.688321995	96.4158	0.203174603	0.787402
43.897301587	94.0199	0.197369614	0.787402
44.135306122	94.4244	0.377324263	0.787402
44.530045351	94.071	0.185759637	0.787402
44.733219954	96.8853	0.191564625	0.787402
44.936394557	94.5337	0.406349206	0.787402
45.354353741	94.8476	0.406349206	0.787402
45.807165532	69.7319	0.127709750	0.787402
45.946485260	93.1826	0.226394557	0.787402
46.196077097	93.7407	0.191564625	0.787402
46.399251700	96.4005	0.394739229	0.787402
46.811405895	94.0516	0.197369614	0.787402
47.020385487	96.5952	0.191564625	0.787402
47.235192743	143.081	0.191564625	0.787402
47.444149659	130.818	0.319274376	0.787402
47.769251700	149.563	0.284444444	0.787402
48.082698412	200.576	0.179954648	0.787402
48.280090702	261.692	0.818503401	0.787402
49.139229024	130.723	0.394739229	0.787402
